Yorum,Predicted_Class,Vectorized_Text
"Hocam yarın sınavım var bir sorum olacaktı. paralel parklarda ve L parklarda sıra varken, sağ sinyal ile sıra beklemek üzere durduktan sonra önümüzdeki aday park yapmak için ilerlediğinde, biz de ilerlerken kalkışta sol sinyal ve dururken tekrar sağ sinyal yakmamıza gerek var mı? Yoksa sıra beklerken sağ sinyalimiz açıksa öndeki adaylarla birlikte sinyalsiz ilerleyebiliyor muyuz?",pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2625 25 1 4525 2 2197 781 1804 1594 4679 20 781 2776 611 23 1984 2826 448 6 238 12 1673 4679 2 199 1594 4679 103 25 326 464 781 3740 1594 229
"hocam sinav guzergahimde 25m geri surus , ani fren ve paralel park  alanlari art arda yani tekrar serit degistirmem yola cikmam falan gerekmiyor. yine de dediginiz gibi geri surusten sonra ve ani frenden sonra sol sinyal yakmam gerekiyor mu ?",pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 912 345 4263 4650 2 2826 129 199 1932 272 130 12 18 345 23 2 4263 23 1673 4679 409 858
"Hocam ben size bir şey soracağım bizim direksiyon sınavı aracımız clio araç start stopla çalıştığı için aracı boşa alıp frenle beklediğmiz zaman otamatik kendi stopa alıyor yani istop ediyor diye sürücü kursu hocamız ayağımızı hiç bir şekilde debriyajdan çektirmiyor çünkü stop olduğu için komisyon bunu kalma sebebi olarak gösteriyor Muş direksiyon sınavında önümde 5 araç var ve ben 
Debryajda o beş arabayı bekliyorum ayağım titremeye başlıyor bir süreden sonra ve kalkış yaparken de ayağımı hissetmediğim için kalkışım zor oluyor buna itiraz edebilme şansımız varmı yada böyle bir kural varmı",pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 396 1 106 457 843 6 1724 926 454 84 154 790 129 241 69 30 1 82 163 87 6 144 3201 1655 14 992 843 25 2 26 36 537 4136 1335 1812 1 23 2 763 12 6 171 139 323 3811 357 110 1 3811
Komisyon hocalarini bi okuyun ufleyin size karismasinlar heyecanlanmayin hepsi bu,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 1862 396 109 4
sağ şeritte durup hocaları aldıktan sonra şerit değiştirmediğimiz halde sol sinyal neden veriyoruz sonuçta şerit değiştirmeyeceğiz?,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1594 1315 23 664 1673 4679 320 1001
Hocamiz iyidir derslerimi ondan aliyorum sabirli biri guzel ogretiyo fakat ben cok heycanli biriyim haftaya sinavim var bakalim neler olucak tesekkurler simdiden emekleriniz icin @ümmettasci,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2253 916 136 166 75 26 42 4572 25 1767 4703 550 212
Hocam Allah razı olsun süper olmuş ,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1040 120 89 230
Emeğinize sağlık kıymetli hocam,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1051
Allah razı olsun hocam çok güzel anlattiniz Allah'a emanet olun,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1040 120 3 9 1064
Hocam ellerinize sağlık çok güzel olmuş anlatım harika,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1051 3 9 230 3128 68
Allah razı olsun hocamm,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1040 120
Yarın sinavim var geçerim insallah,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2625 25
Hocam bana derste hep 4'lüleri yakmayı öğrettiler sınavda bildiğim gibi yapsam sorun olur mu?,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 126 303 3364 18 124 142 858
Merhaba dönel kavşaklarda dönerken hangi şeride girip devam etmeliyiz kafam çok karıştı Burda ensol şeritten devam edilir diyor benim hocam da en sağ seride geçilir diyor hangisi doğru sanırdım kaldım.,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1174 961 2532 181 3 1027 181 281 1038 105 11 17 1594 1038 195 128
Hocam videoda paralel parkta 3 dubayi görüp 1 karış geçirip tam sol yapiyoz demişsiniz oysa direksiyonu 1 bucuk tur düzeltmiycekmiyiz tam solu dubayi sag aynanın arkasına gelince yapmiyormuyuz orda bi yanlışlık var galiba,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2722 64 1673 945 64 2839 452 2147 29 25 1565
Hocam 4 lü yakmadım diye sınavdan kaldım bütün sinyallerimi kusursuz verdim ama komisyon üyesi sınavdan kaldığımı belirtti yönetmelikte böyle bir kural varmı (4 lü yakmayınca ellenmek) Birde Araç İçlerinde Kamera olmasını İstiyorum eğitim aldığım hocamda komisyona itiraz etti ama komisyon elledi şikayet etmek istiyorum nerden şikayette bulunabilirirm yardımcı olabilirmisiniz lütfen,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3194 69 128 216 1124 138 10 2133 110 1 3811 3194 479 843 407 1409 957 940 226 250 10 1290 504 957 4242 661 1000
"asıl konu sinyallerdi, konu yine bir sekilde paralel parka geldi ",nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1468 328 328 130 1 1261 50
25. Geri giderken veya o alana girerken sinyal veriliyor mu acaba çıkarken sol sinyallerini çıkıyoruz ama girerken sinyal veriyor muyuz,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 345 1595 158 36 2769 4643 4679 4582 858 667 4519 1673 10 4643 4679 265
Bugün sınavım var çok stresliyim şu an umarım tekte geçerim,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 257 25 3 188 353 613
Hocam Parelel parkta durduktan sonra sağ sinyali durduracazmi,negatif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 1594
09:50 de sağa döndükten sonra yola çıkmadan önce sola sinyal vermek gerekir mi?,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 3331 23 1932 55 2972 4679 1045 889 231
Hocam dönel kavşaktan dönerken orta yada sağ şeride girerken sağ sinyal vermemiz gerekiyormu,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 367 357 1594 4643 1594 4679
Dün yokuşta durup tekrar yola çıkarken aynaya bakmadığım  ve sinyali geç verdiğim için kaldım,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 490 199 1932 4519 2 561 645 6 128
Ben sag sol hangi sinyal verir unutuyorum karistiriyorum ,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 1673 961 4679 1577
Hocam L veya paralel parkı yaptığımız süre boyunca sağ sinyalin açık kalması gibi bir zorunluluğumuz var mı?,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2197 158 4441 173 375 1594 350 18 1 25 326
Sinyali  hecandan unutuyoruz ...hocam kurul bunu hoş karşılamalı,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 144 236
Hocam kolay gelsin lutfen cevaplarsaniz sevinirim ben direksiyonda 4 uncuye girecegim gecemezsem ne yapmam lazim,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 108 3159 26 35 3122
"Merhaba, sinavda arabayi yokusta kaldirirken bi anligina geri kacirirsak ama sonra hemen toplarlasak sorun olur mu",negatif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1174 29 345 10 23 95 124 142 858
Hocam derslerde L parkı 4 lülerle yakıp tamamlayıp yola çıkıyoruz.Sonra hoca durdurup sola sinyal verdiriyo.4 lü yakıp çıkmak sınavda sorun olur mu hocam o şekilde öğretti,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2197 1932 2972 4679 3194 4151 124 142 858 36 82
Sınavım birkaç saat sonra... Geçerim umarım,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 360 100 23 613
Hocam paralel parkta  tam sağ kırıp içeri girerken sağ sinyale gerek var mı? ?,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 1594 3279 4643 1594 103 25 326
2 ci direksiyon sınavımda yine kaldım iyyim yinede olmuyor hocam ,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 130 128 767 602
Hocam paralel parkda çıkış yapıp hocalari almak için durduğumuzda sağ sinyal vermiyormuyuz?,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1740 1202 175 6 1594 4679
Paralel  park L park 25 metre geri parkurlarinda hoca 4'lü açtırıyor cumartesi sinavim var 4 lü yakmalimiyım,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2826 2197 2826 1713 345 3194 1874 25 3194
Hocam paralel parkta ya da L parkta yanaşırken sinyal vermezsek sorun olur mu? Bazı yerlerde sinyal verin diyorlar bazı yerlerde gerek yok deniyor.Sizce ne yapmalıyım?,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 96 11 2197 4679 124 142 858 165 1248 4679 2032 2043 165 1248 103 21 35
Hocam size bir sorum olacak klima açık ders yapıyoruz acaba benim kalkış gücümü etkiler mi? Klimayı bir kez kapattık daha iyiydi bir de yokuş yukarı yerler var. Araç reno clio. Hoca etkilemez diyor ama bence etkiliyor. Çok sinirim bozuldu doğrusu nedir acaba size güvendiğim için sormak istedim,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 396 1 487 1851 350 1728 667 105 231 1 164 8 468 1 12 2135 2049 25 843 1038 10 45 3 1593 1246 1999 667 396 3821 6 828
🖒🖒🖒🖒🖒,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Hocam L park ve paralel parkta dörtlü yakılır mı,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2197 2826 2 326
Bugün 15.55 te sınavım var en korktuğum şey sinyal vermeyi unutmak,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 257 1200 25 17 106 4679
ins unutmam yarın geçerim,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 509 2625
Hocam 22 sinde sınavım var direksiyon derslerim bitti ama ayna ayarı yapmayı hocam öğretmedi bir sıkıntı olur mu,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 1177 10 4631 1364 2249 1 201 142 858
Hangi şehir burası çok temiz,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 961 956 2408 3 397
Hocam merhaba pazar günü sınavım var yokus kalkış yaptığımız yerden hemen sonra sağa dönüp yola giriyoruz yani sinyali nasıl vermeliyim orada anlamadim once sag sinyal sonra kalkış sol sonra hemen sağ mi vermem gerekiyor hemen yokus kalkisin dibinden dönüyoruz çünkü nasıl yapmaliyim?,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1174 1479 232 25 4441 927 95 23 3331 1932 129 169 979 1096 4679 23 1673 23 95 1594 231 409 95 163 169
peki hocam kaldirim kenarlarindan donerken kullanir miyiz ?,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4979
Hocam ben kursa yazildim ilk ve sifirdan gitdiğim için kursda bana sen otomatik al manuvelde kaldirsin geçemesin dediler kafam karişdi ne yapmam lazim sizce hangisini alim mauel &otomatik ?,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 37 2 6 126 975 1135 879 1066 35 3122 1135
Bize l parka ve paralel parkta dörtlüleri açık olmazsa sınavdan kalırsınız deniyor,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 462 2197 2 350 2378 4221
Banada dua edermisiniz ikinci sınavına gireceğim,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4624 287
Çok şükür geçtim,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3145 2090
Hocam ilk sınavı kaybettim ikinci yede hiç cesaretim kalmadı,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 287 30 1194
Hocam mesela benim yapacağım parkurda ani fren alanı hemen yolumun üzeri düz gidicem yani yine de sinyal vermem mi gerekiyor,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1726 105 4263 4650 1347 95 3125 1222 129 130 12 4679 231 409
Hocam direksiyon sınavından kaldığımız günden kaç ay yada gün sonra tekrar sınav var,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1536 344 244 357 43 23 199 25
